Unnamed: 0,Hauptbedeutung,on-yomi 1,Bedeutung on-yomi 1,on-yomi 2,Bedeutung on-yomi 2,kun-yomi 1,Bedeutung kun-yomi 1,kun-yomi 2,Bedeutung kun-yomi 2
命,Leben,MEI,,*MYOU,Lebensspanne,inochi,,,
未,noch nicht,MI,,,,ima.da ni,,,
深,tief,SHIN,,,,fuka.i,,fuka.meru / .maru,vertiefen / tiefer werden
悲,Trauer,HI,,,,kana.shii,traurig,kana.shimu,"trauern, traurig sein"
響,hallen,KYOU,,,,hibi.ku,,,
版,Auflage,HAN,,,,,,,
亡,Tod,BOU,,,,na.i,verstorben,,
頃,Zeit,KEI,ungefähr,,,koro,,,
芸,Kunst,GEI,,,,,,,
愛,Liebe,AI,,,,ito.shii,geliebt,,
超,"überschreiten (Alter, Zeit)",CHOU,Super- ,,,ko.eru,übersteigen,,
鳴,Tierlaut,MEI,,,,na.ku,Laute von sich geben,na.rasu / .ru,ertönen lassen / klingen
傾,Neigung,KEI,Tendenz,,,katamu.ku,sich in eine Richtung neigen,,
挙,heben,KYO,Benehmen,,,a.geru / .garu,heben / aufsteigen,,
況,Zustand,KYOU,Lage,,,,,,
血,Blut,KETSU,,,,chi,,,
液,Flüssigkeit,EKI,,,,,,,
完,vollständig,KAN,,,,,,,
逆,umgekehrt,GYAKU,,,,saka,,saka.rau,sich widersetzen
低,niedrig,TEI,,,,hiku.i,,hiku.meru / .maru,niedriger machen / niedriger werden
点,Punkt,TEN,,,,,,,
常,gewöhnlich,JOU,,,,tsune.ni,,,
恥,Scham,CHI,Schande,,,haji,,ha.zukashii,beschämt sein
講,Vorlesung,KOU,Aussöhnung,,,,,,
義,Gerechtigkeit,GI,angeheiratet,,,,,,
均,einheitlich,KIN,,,,,,,
劇,Schauspiel,GEKI,heftig,,,,,,
偉,tüchtig,I,bedeutend,,,era.i,"tüchtig, als Experte bekannt",,
派,Sekte,HA,Fraktion,,,,,,
毒,Gift,DOKU,,,,,,,
破,zerreißen,HA,,,,yabu.ru / .reru,zerreißen (trans.) / zerreißen (intrans.),,
喜,Freude,KI,,,,yoroko.bu,sich freuen,,
追,Verfolgung,TSUI,,,,o.u,verfolgen,,
逃,Flucht,TOU,,,,ni.geru,fliehen,,
抜,herausziehen,BATSU,,,,nu.ku / .keru,"herausziehen, weglassen / ausfallen, fehlen",,
怖,Furcht,FU,,,,kowa.i,furchteinflössend,kowa.garu,sich fürchten
制,System,SEI,,,,,,,
協,Kooperation,KYOU,,,,,,,
因,Grund,IN,Ursache,,,yo.ru,beruhen auf,,
求,Forderung,KYUU,,,,moto.meru,fordern,,
算,Rechnen,SAN,,,,,,,
等,Rang,TOU,,,,hito.shii,gleich,nado,und so weiter
率,Prozentsatz,RITSU,,SOTSU,"plötzlich, Führung",hiki.iru,"führen, kommandieren",,
環,Ring,KAN,,,,,,,
判,Urteil,HAN,,BAN,Papierformat,,,,
断,Entscheidung,DAN,,,,kotowa.ru,"ablehnen, absagen, vorwarnen",,
述,Äußerung,JUTSU,,,,no.beru,"äußern, aussprechen",,
訪,Besuch,HOU,,,,otozu.reru (=tazu.neru),besuchen,,
省,Ministerium,SHOU,,SEI,"Überlegung, Reflexion",kaeri.miru,"überlegen, reflektieren",habu.ku,auslassen
独,allein,DOKU,Deutschland,,,hito.ri,,,
凍,einfrieren,TOU,,,,koo.ru,,kogo.eru,(vor Kälte) starr werden
罪,Verbrechen,ZAI,Sünde,,,tsumi,"Verbrechen, Schuld, Sünde",,
盗,Diebstahl,TOU,,,,nusu.mu,stehlen,,
著,erheblich,CHO,"deutlich, Werk",,,ichijiru.shii,,,
氏,Familie,SHI,[höfl. Appellativsuffix der Schriftsprache],,,uji,"Sippe, Clan",,
宣,Verkündung,SEN,,,,,,,
徴,Anzeichen,CHOU,versammeln,,,,,,
批,Kritik,HI,,,,,,,
策,Maßnahme,SAKU,Politik,,,,,,
缶,Konservendose,KAN,Dampfkessel,,,,,,
導,führen,DOU,,,,michibi.ku,,,
替,Umtausch,TAI,,,,ka.eru / .waru,umtauschen / umgetauscht werden,,
各,jeder,KAKU,,,,onoono,,,
税,Steuer,ZEI,Zoll,,,,,,
支,Unterstützung,SHI,"Zweig(-familie,-unternehmen)",,,sasa.eru,unterstützen,,
非,un-,HI,Fehler,,,,,,
共,gemeinsam,KYOU,,,,tomo.ni,,,
政,Regierung,SEI,,,,matsurigoto,Regierung [im vormodernen Japan],,
候,Wetter,KOU,warten,,,,,,
律,Recht,RITSU,Rhythmus,*RICHI,,,,,
築,Bau,CHIKU,,,,kizu.ku,erbauen,,
展,ausbreiten,TEN,,,,,,,
至,äußerst,SHI,,,,ita.ru,gelangen,,
戸,Tür,KO,Haushalt,,,to,,,
録,Aufzeichnung,ROKU,,,,,,,
燃,Brand,NEN,,,,mo.eru / .yasu,brennen / verbrennen (trans.),,
仲,Beziehung,CHUU,,,,naka,,,
隠,Versteck,IN,,,,kaku.su / .reru,etw. verstecken / sich verstecken,,
丈,Länge,JOU,,,,take,"Länge, Körpergröße",,
沿,entlang verlaufen,EN,,,,so.u,,,
息,Atem,SOKU,Kind,,,iki,,,
吹,blasen,SUI,,,,fu.ku,,,
級,Rang,KYUU,Klasse,,,,,,
爆,Explosion,BAKU,,,,,,,
態,Zustand,TAI,,,,,,,
印,Kennzeichen,IN,"Stempel, Indien",,,shirushi,,,
象,Gestalt,SHOU,,ZOU,Elefant,,,,
夢,Traum,MU,,,,yume,,,
詩,Gedicht,SHI,,,,,,,
像,Bild,ZOU,,,,,,,
担,auf den Schultern tragen,TAN,Verantwortung haben,,,katsu.gu,,,
姿,Gestalt,SHI,,,,sugata,Gestalt,,
章,Kapitel,SHOU,,,,,,,
張,Spannung,CHOU,,,,ha.ru,(auf-)spannen,,
浮,"herumtreiben (am Land, an der Wasseroberfläche)",FU,,,,u.ku / .kabu,"treiben, schweben, unangenehm herausstechen / treiben, schwimmen",,
素,Grundlage,SO,Element,SU,"nackt, ursprünglich",,,,
憶,Erinnerung,OKU,,,,,,,
孫,Enkel,SON,Nachkommen,,,mago,,,
娘,Tochter,JOU,junge Frau,,,musume,,,
標,Kennzeichen,HYOU,,,,,,,
票,Wählerstimme,HYOU,Stimmzettel,,,,,,
責,Verantwortung,SEKI,,,,se.meru,"zur Verantwortung ziehen, beschuldigen",,
権,Recht,KEN,Autorität,,,,,,
評,Beurteilung,HYOU,,,,,,,
総,allgemein,SOU,,,,,,,
臣,Untertan,SHIN,,JIN,Minister,,,,
除,Ausnahme,JO,"Beseitigung, Division (Math.)",*JI,,nozo.ku,"ausnehmen, beseitigen",,
貧,Armut,BIN,,HIN,,mazu.shii,"armselig, arm",,
補,Ergänzung,HO,Gehilfe,,,ogina.u,"ergänzen, ersetzen",,
応,Antwort,OU,,,,kota.eru,antworten,,
党,Partei,TOU,,,,,,,
離,entfernt,RI,,,,hana.su / .reru,entfernen / sich entfernen,,
討,Angriff,TOU,,,,u.tsu,angreifen,,
剣,Schwert,KEN,,,,tsurugi,,,
疑,Zweifel,GI,Verdächtigung,,,utaga.u,"anzweifeln, verdächtigen",,
悩,Leid,NOU,,,,naya.masu / .mu,quälen / leiden,,
豊,reichlich,HOU,fruchtbar,,,yuta.ka,,toyo (Verwendung in Namen),
再,wieder,SAI,Neu-,SA,,futata.bi,noch einmal,,
緑,Grün,RYOKU,,,,midori,,,
測,Messung (Entfernung),SOKU,,,,haka.ru,(ab-)messen,,
栄,Ruhm,EI,,,,ha.e,,saka.eru,gedeihen
養,"aufziehen (Kinder, Tiere)",YOU,Adoption,,,yashina.u,,,
従,Befolgung,JUU,,*SHOU,,shitaga.u,"befolgen, entsprechen",,
恵,Gnade,KEI,,E,Weisheit,megu.mu,"Gande erweisen, segnen",,
齢,Alter,REI,,,,,,,
延,Aufschiebung,EN,Verlängerung,,,no.basu (=.beru) / .biru,"verlängern, aufschieben / verlängert, aufgeschoben werden",,
老,Alter,ROU,,,,o.iru (=fu.keru),altern,,
収,Einkommen,SHUU,,,,osa.meru / .maru,einnehmen / bezahlt werden,,
労,Arbeit,ROU,,,,,,,
衛,Bewachung,EI,,,,,,,
賞,Preis,SHOU,,,,,,,
源,Ursprung,GEN,Quelle,,,minamoto,,,
善,[moralisch] gut,ZEN,,,,yo.i,,,
農,Landwirtschaft,NOU,,,,,,,
防,Schutz,BOU,,,,fuse.gu,"abwehren, abwenden",,
句,Satzteil,KU,,,,,,,
緊,gespannt,KIN,,,,,,,
仮,vorläufig,KA,,,,kari.ni,,,
宝,Schatz,HOU,,,,takara,,,
示,zeigen,JI,,*SHI,,shime.su,,,
遣,schicken,KEN,,,,tsuka.wasu,,tsuka.u,verwenden
居,anwesend sein,KYO,wohnen,,,i.ru,,,
績,Leistung,SEKI,Spinnen,,,,,,
慌,überstürzt,KOU,nervös,,,awa.teru,"sich übereilen, vorschnell handeln",,
徹,hindurchgehen,TETSU,,,,,,,
底,Boden,TEI,,,,soko,,,
縁,Schicksal,EN,,,,fuchi,Rand,,
衰,schwächer werden,SUI,,,,otoro.eru,,,
銭,Geld,SEN,Münze,,,zeni,,,
如,sein wie,JO,,,,,,,
斉,gleichmäßig,SEI,,,,,,,
拠,sich stützen auf,KYO,,KO,,,,,
聴,zuhören,CHOU,,,,ki.ku,,,
副,Neben-,FUKU,Vize-,,,,,,
梅,japanische Pflaume,BAI,,,,ume,,,
桃,Pfirsich,TOU,,,,momo,,,
順,Reihenfolge,JUN,Ordnung,,,,,,
恩,Güte,ON,Fürsorge,,,,,,
穂,Ähre,SUI,,,,ho,,,
寧,Ruhe,NEI,Friede,,,,,,
依,sich stützen auf,I,,*E,,,,,
鑑,Beurteilung,KAN,Spiegel,,,,,,
石,Stein,SEKI,,,,ishi,,,
程,Ausmaß,TEI,Entfernung,,,hodo,,,
渉,Interaktion,SHOU,Überquerung,,,,,,
致,machen [besch.],CHI,erreichen,,,ita.su,machen [besch.],,
儀,Zeremonie,GI,,,,,,,
載,aufladen,SAI,anbringen,,,no.seru,,,
廊,Korridor,ROU,,,,,,,
企,Unternehmen,KI,Plan,,,kuwada.teru,"unternehmen, planen",,
避,Vermeidung,HI,,,,sa.keru,,,
修,Verbesserung,SHUU,Beherrschung,,,osa.meru,"erlernen, beherrschen",,
疎,Distanz,SO,Entfremdung,,,uto.i,"distanziert, unkundig",,
典,Zeremonie,TEN,Gesetz,,,,,,
泰,friedlich,TAI,Thailand,,,,,,
範,Muster,HAN,,,,,,,
惑,Zweifel,WAKU,Unsicherheit,,,mado.u,"zweifeln, sich irren",,
御,[Honorativpräfix],GO,,GYO,,on,,,
陽,Sonne,YOU,positiv,,,,,,
軒,Haus,KEN,[ZEW für Häuser],,,noki,Vordach,,
復,Wiederholung,FUKU,zurückkehren,,,,,,
撲,schlagen,BOKU,,,,,,,
勧,Rat,KAN,Ermunterung,,,susu.meru,"raten, ermuntern",,
努,Bemühung,DO,Anstrengung,,,tsuto.meru,"bemühen, anstrengen",,
継,Fortsetzung,KEI,Nachfolge,,,tsu.gu,nachfolgen,,
懐,Nostalgie,KAI,Tasche,,,natsu.kashii,"vertraut, nostalgisch",,
灯,Licht,TOU,Lampe,,,hi,,,
叫,Schrei,KYOU,,,,sake.bu,schreien,,
雲,Wolke,UN,,,,kumo,,,
掲,Bekanntmachung,KEI,Anschlag,,,kaka.geru,"anschlagen, bekanntmachen",,
雷,Donner,RAI,,,,kaminari,,,
干,Trocknung,KAN,,,,ho.su / hi.ru,trocknen / trocken werden,,
鶏,Huhn,KEI,,,,niwatori,,,
豚,Schwein,TON,,,,buta,,,
鏡,Spiegel,KYOU,Optik,,,kagami,,,
署,Amt,SHO,,,,,,,
投,Wurf,TOU,,,,na.geru,werfen,,
脅,Drohung,KYOU,,,,obiya.kasu (=odo.su),drohen,,
奪,Raub,DATSU,,,,uba.u,rauben,,
撃,Angriff,GEKI,,,,u.tsu,"angreifen, schießen",,
審,Nachforschung,SHIN,,,,,,,
欄,Kolumne,RAN,,,,,,,
災,Katastrophe,SAI,,,,wazawa.i,,,
駐,Aufenthalt,CHUU,parken,,,,,,
滞,Aufenthalt,TAI,,,,todokoo.ru,stocken,,
甲,Erster,KOU,,,,,,,
浦,Bucht,HO,,,,ura,,,
衝,Zusammenstoss,SHOU,Impuls,,,,,,
敏,flink,BIN,scharfsinnig,,,,,,
叔,jüngere Geschwister der Eltern,SHUKU,,,,,,,
我,ich,GA,das Selbst,,,wa (=ware),,wa.ga,"mein, unser"
慢,Hochmut,MAN,Faulheit,,,,,,
僚,Kollege,RYOU,,,,,,,
郊,Vorort,KOU,,,,,,,
触,Berührung,SHOKU,,,,sawa.ru (=fu.reru),berühren,,
沢,Sumpf,TAKU,,,,sawa,,,
抱,Umarmung,HOU,,,,da.ku,umarmen,,
勇,Mut,YUU,,,,isa.mu,Mut fassen,,
頑,Hartnäckigkeit,GAN,,,,,,,
啓,Mitteilung,KEI,Aufklärung,,,,,,
略,Abkürzung,RYAKU,,,,,,,
属,Zugehörigkeit,ZOKU,,,,,,,
星,Stern,SEI,,,,hoshi,,,
潔,Reinheit,KETSU,,,,isagiyo.i,redlich,,
療,Heilung,RYOU,,,,,,,
到,Ankunft,TOU,,,,,,,
揮,Kommando,KI,dirigieren,,,,,,
溶,schmelzen,YOU,,,,to.kasu / .keru,schmelzen [trans.] / schmelzen [intrans.],,
房,Zimmer,BOU,,,,fusa,Quaste,,
贈,Schenkung,ZOU,,,,oku.ru,schenken,,
創,Ursprung,SOU,Verletzung,,,,,,
秀,hervorragend,SHUU,,,,hii.deru,hervorragen,,
密,geheim,MITSU,,,,,,,
盛,Gedeihen,SEI,,,,saka.n,aufblühend,mo.ru,aufhäufen
矛,Hellebarde,MU,,,,hoko,,,
盾,Schild,JUN,,,,tate,,,
卓,Tisch,TAKU,hervorragend,,,,,,
操,Bedienung,SOU,,,,ayatsu.ru,"bedienen, lenken",,
柄,Griff,HEI,,,,e,,gara,Charakter
黙,Schweigsamkeit,MOKU,,,,dama.ru,schweigen,,
漫,zusammenhanglos,MAN,,,,,,,
邪,schlecht,JA,böse,,,,,,
娯,Vergnügen,GO,,,,,,,
層,Schicht,SOU,,,,,,,
庁,Behörde,CHOU,,,,,,,
舎,Gebäude,SHA,,,,,,,
往,gehen,OU,,,,,,,
擬,Nachahmung,GI,,,,,,,
害,Schaden,GAI,,,,,,,
杉,Zeder,,,,,sugi,,,
汽,Dampf,KI,,,,,,,
柱,Säule,CHUU,,,,hashira,,,
駆,rennen,KU,,,,ka.keru,,,
振,Erschütterung,SHIN,,,,fu.ru / .ruu,schütteln / umherschwenken,,
坊,buddhistischer Priester,BOU,Junge,,,,,,
笛,Flöte,TEKI,,,,fue,,,
廃,unbrauchbar,HAI,,,,suta.reru,außer Gebrauch kommen,,
茂,üppig wachsen,MO,,,,shige.ru,,,
鉛,Blei,EN,,,,namari,,,
描,Darstellung,BYOU,,,,ega.ku,zeichnen,,
嬢,junge Frau,JOU,,,,,,,
倉,Speicher,SOU,,,,kura,,,
催,Veranstaltung,SAI,,,,moyoo.su,veranstalten,,
衣,Gewand,I,,,,koromo,,,
充,füllen,JUU,,,,a.teru,,,
汗,Schweiß,KAN,,,,ase,,,
崎,Vorgebirge,,,,,saki,,,
余,übrig bleiben,YO,,,,ama.su / .ru,übrig lassen / übrig bleiben,,
船,Schiff,SEN,,,,fune,,,
模,Muster,MO,Nachahmung,BO,,,,,
翌,folgender,YOKU,,,,,,,
墨,Tusche,BOKU,,,,sumi,,,
綱,Regel,KOU,,,,tsuna,dickes Seil,,
堀,Wassergraben,,,,,hori,,,
朗,klar,ROU,,,,hoga.raka,,,
宮,Palast,KYUU,,GUU,Schrein,miya,Palast,,
弓,Bogen,KYUU,,,,yumi,,,
尋,Nachforschung,JIN,Befragung,,,tazu.neru, befragen,,
曇,bewölkt,DON,,,,kumo.ru,bewölkt werden,,
盆,Tablett,BON,O-bon-Fest,,,,,,
児,Kind,JI,,,,,,,
童,Kind,DOU,,,,warabe,,,
拓,urbar machen,TAKU,,,,,,,
津,Hafen,SHIN,,,,tsu,,,
欧,Europa,OU,,,,,,,
剰,Überschuss,JOU,,,,,,,
染,Farbe,SEN,,,,so.meru,färben,shi.miru,einsickern
駄,schlecht,DA,,,,,,,
惨,Elend,SAN,,ZAN,,miji.me,"elend, miserabel",,
移,Verlegung,I,,,,utsu.ru,"verlegen, bewegen",,
暴,Gewalt,BOU,,,,aba.reru,toben,,
践,Praxis,SEN,,,,,,,
整,Ordnung,SEI,,,,totono.eru,ordnen,,
波,Welle,HA,,,,nami,,,
枯,verwelken,KO,,,,ka.reru,,,
尾,Schwanz,BI,,,,o,,,
瀬,Moment,,,,,se,Stromschnelle,,
奇,seltsam,KI,,,,,,,
疫,Seuche,EKI,,,,,,,
烈,heftig,RETSU,,,,,,,
埋,vergraben,MAI,,,,u.meru / .moru,begraben / begraben sein,,
傷,Wunde,SHOU,Beschädigung,,,kizu,,ita.meru / .mu,verletzen / verletzt sein
損,Beschädigung,SON,,,,soko.nau,beschädigen,,
棟,Gebäude,TOU,[ZEW für Gebäude],,,mune,Dachfirst,,
陥,hineinfallen,KAN,,,,ochii.ru,,,
没,versinken,BOTSU,,,,,,,
架,errichten,KA,,,,ka.keru,,,
網,Netz,MOU,,,,ami,,,
寸,ein wenig,SUN,"sun (altes Längenmaß, ca. 3cm)",,,,,,
兵,Soldat,HEI,,,,,,,
被,erleiden,HI,,,,koumu.ru,,,
丹,Zinnober,TAN,,,,,,,
刊,Veröffentlichung,KAN,,,,,,,
析,Zerteilung,SEKI,Analyse,,,,,,
亜,Asien,A,Nächster,,,,,,
豪,hervorragend,GOU,,,,,,,
恒,Beständigkeit,KOU,,,,,,,
徐,geduldig,JO,langsam,,,,,,
救,Rettung,KYUU,,,,suku.u,retten,,
訓,Belehrung,KUN,reinjapanische Lesung eines kanji,,,,,,
逮,Festnahme,TAI,,,,,,,
捕,Festnahme,HO,,,,to.raeru (=tsuka.maeru) / .rawareru (tsuka.maru),"einfangen, [Sinn] erfassen / gefangen werden",,
滑,gleiten,KATSU,rutschen,,,su.beru,"gleiten, rutschen",name.raka,"glatt, geschmeidig"
堪,aushalten,KAN,,,,ta.eru,etw. aushalten,,
契,schwören,KEI,,,,chigi.ru,,,
採,pflücken,SAI,,,,to.ru,,,
敵,Feind,TEKI,,,,kataki,,,
旬,zehn Tage,JUN,,,,,,,
卵,Ei,RAN,,,,tamago,,,
巻,Rolle,KAN,Band,,,maki,,ma.ku,zusammenrollen
縮,Verkleinerung,SHUKU,,,,chiji.meru / mu (=.maru),[ein]schrumpfen (tr. / intr.),,
購,Kauf,KOU,,,,,,,
抽,herausziehen,CHUU,,,,,,,
頂,erhalten,CHOU,Gipfel,,,itada.ku,erhalten,itadaki,Gipfel
征,Unterwerfung,SEI,,,,,,,
湿,Feuchtigkeit,SHITSU,,,,shime.ru,nass werden,,
沈,sinken,CHIN,,,,shizu.meru / .mu,versenken / sinken,,
貫,Durchdringung,KAN,,,,tsuranu.ku,durchdringen,,
唱,vortragen,SHOU,,,,tona.eru,,,
腹,Bauch,FUKU,,,,hara,,,
促,Fördern,SOKU,,,,unaga.su,anfordern,,
繰,abhaspeln,,,,,ku.ru,,,
肌,Haut,,,,,hada,,,
峡,Bergschlucht,KYOU,,,,,,,
雄,Männchen,YUU,Tapferkeit,,,osu,Männchen,,
執,Durchführung,SHITSU,,*SHUU,,to.ru,ergreifen,,
穴,Loch,KETSU,Höhle,,,ana,,,
透,durchsichtig,TOU,,,,su.ku (=.keru),durchsichtig sein,,
漠,Wüste,BAKU,undeutlich,,,,,,
揺,Erschütterung,YOU,,,,yu.reru,"schwanken, beben",,
苗,Setzling,BYOU,,,,nae,,,
貴,hochgeschätzt,KI,,,,touto.i,,,
岸,Ufer,GAN,,,,kishi,,,
幕,Bakufu-Regierung (=Shogunat),BAKU,,MAKU,"Vorhang, Akt",,,,
摩,reiben,MA,,,,,,,
擦,zerreiben,SATSU,,,,su.ru,,,
霧,Nebel,MU,,,,kiri,,,
覆,umwerfen,FUKU,,,,oo.u,bedecken,,
匹,[ZEW für Tiere],HITSU,ein Paar,,,hiki,[ZEW für Tiere],,
噴,herausspritzen,FUN,,,,fu.ku,,,
閣,Kabinett,KAKU,,,,,,,
皇,Kaiser,KOU,,OU,,,,,
竜,Drache,RYUU,,,,tatsu,,,
芳,erfreulich,HOU,,,,kanba.shii,duftend,,
陣,Feldlager,JIN,,,,,,,
織,weben,SHOKU,,SHIKI,,o.ru,,,
禅,Zen-Buddhismus,ZEN,,,,,,,
殿,Palast,DEN,,*TEN,,tono,Fürst,,
鎖,Kette,SA,,,,kusari,,,
唯,nur,YUI,,,,,,,
跡,Spur,SEKI,,,,ato,,,
孔,Konfuzianimus,KOU,,,,,,,
栽,Kultivieren,SAI,,,,,,,
培,Anbau,BAI,,,,tsuchika.u,"anbauen, züchten",,
礁,Felsenriff,SHOU,,,,,,,
畑,[nicht Reis-] Feld ,,,,,hatake,,,
牧,Weide,BOKU,,,,maki,,,
彫,schnitzen,CHOU,Bildhauerei,,,ho.ru,,,
闘,Kampf,TOU,,,,tataka.u,kämpfen,,
畜,Haustier,CHIKU,,,,,,,
陶,Porzellan,TOU,,,,,,,
滋,üppig wachsen,JI,,,,,,,
賀,Gratulation,GA,,,,,,,
漆,Lack,SHITSU,,,,urushi,,,
塗,Anstrich,TO,,,,nu.ru,anstreichen,,
賄,Bestechung,WAI,,,,,,,
鉱,Erz,KOU,,,,,,,
排,Ausstoß,HAI,,,,,,,
占,Besatzung,SEN,,,,shi.meru,[ein Land] besetzen,urana.u,vorhersagen
奮,sich aufraffen,FUN,,,,furu.u,,,
攻,Angriff,KOU,,,,se.meru,angreifen,,
荒,rau,KOU,grob,,,ara.i,,a.rasu / .reru,"verwüsten / verwildern, aufgewühlt sein [Meer]"
針,Nadel,SHIN,,,,hari,,,
軟,weich,NAN,,,,yawa.raka (=.rakai),,,
双,Zwilling,SOU,Paar,,,futa,,,
端,Ende,TAN,,,,hashi,"Ende, Rand",,
概,allgemein,GAI,,,,,,,
眺,betrachten,CHOU,,,,naga.meru,,,
誤,sich irren,GO,,,,ayama.ru,,,
偏,auf eine Seite neigen,HEN,,,,katayo.ru,,,
勢,Schwung,SEI,,,,ikio.i,,,
